_index,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCMT,PCOL,PCON,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PFMS,PFNA,PGHE,PGID,PHGT,PHSN,PHTN,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLHT,PLHY,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PQBS,PRBF,PRBK,PRBS,PROL,PRSE,PSA0,PSA1,PSA2,PSB0,PSB1,PSB2,PSBO,PSKI,PSPD,PSTA,PSTM,PSTN,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTSA,PTUP,PVCO,PVSB,PVTS,PWGT,PYCF,PYRP,PYWT,SRRN,TGID,TRCB,TRFP,TRPB,TRSC,TRSP,TRTA,TRTR,TRTS,TSPM,PCBT,TRIC,PLTY,PPOS,TRCT,TRFB,TRFY,TRJR,TRDO,TRWU,PLDT,TRHM,PCPH,TRCL,PSA3,PSB3,TRBR,TRSW,TRBH,PICN,TRFK,TRTL,TRSB,PHAN,PSA4,PSB4,PSA5,PSB5,TRDS,PSA6,PSB6
2234,4,0,80,26,72,86,46,33,27,17,50,8523,283,4,145,46,2,13,3,21,25,60,RaimannBernhard_22132,10,Bernhard,54,22132,78,50,Steinbrunn,10,90,79,75,31,33,10,48185,85,45,0,23,-31,91,29,14,1,Raimann,10,100,10,99,15,34,33,37,43,24,34,16,26,22132,85,84,88,91,6,0,85,83,81,1,15,70,94,119,26,26,26,104,2,71,87,5,0,91,1903,9,33,10,12,1,83,30,22,15,426,12,4,104,426,143,50,2,2,32,10,4,2,1,1,1,0,0,0,1,2,0,19,5,0,0,0,0,0,0,10,1,0,0,143,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,6,0,68,25,54,58,18,15,35,10,20,2167,158,1,23,21,1,36,7,8,70,52,HayesMarquis_22134,18,Marquis,139,22134,77,24,St. Louis,10,90,78,63,12,15,10,28859,69,11,0,38,-31,84,17,10,1,Hayes,10,100,20,99,19,24,8,30,16,16,30,10,10,22134,63,62,65,69,6,0,67,71,74,0,5,23,0,0,0,0,0,0,2,62,83,37,0,86,1762,6,28,6,6,1,86,19,20,6,23,10,1,0,23,158,50,2,0,12,1009,4,2,1,1,1,0,0,0,1,3,1,23,6,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2236,6,0,81,25,65,85,15,15,46,12,35,2512,196,4,106,26,2,25,5,10,45,56,JonesBraxton_22135,40,Braxton,219,22135,78,43,Murray,10,92,70,68,26,30,10,55611,77,18,0,35,-31,86,10,10,1,Jones,10,100,44,99,34,48,13,21,23,10,25,12,12,22135,78,84,82,80,6,0,71,74,77,1,15,71,87,99,7,7,7,28,2,73,85,5,0,88,1787,6,40,6,6,1,75,30,22,6,367,10,4,28,367,150,50,2,2,16,1,4,2,1,1,1,0,0,0,1,3,0,19,5,0,0,0,0,0,0,1,0,0,0,110,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,6,0,75,24,65,76,15,12,25,14,34,700,355,4,115,32,2,29,4,5,50,56,BurfordSpencer_22136,10,Spencer,289,22136,76,42,San Antonio,10,90,74,72,20,23,10,39740,85,15,0,30,-31,81,15,10,1,Burford,10,100,10,99,20,30,15,30,15,10,20,11,10,22136,68,67,68,69,6,0,75,73,71,0,5,71,87,98,17,17,17,68,2,66,87,0,0,86,1225,6,29,6,6,1,78,30,24,6,366,10,4,68,366,140,50,2,2,15,15,4,2,1,1,1,0,1,0,1,3,0,24,8,0,0,0,0,0,0,15,0,0,0,110,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,4,0,79,26,68,81,35,32,34,16,47,7878,211,4,334,43,2,29,1,30,30,59,StrangeCole_22137,37,Cole,53,22137,77,41,Knoxville,10,89,69,70,20,20,10,64314,84,42,0,45,-31,81,30,10,1,Strange,10,100,38,99,39,43,44,42,39,26,36,10,34,22137,75,76,74,72,6,0,79,76,73,1,15,71,127,182,152,152,152,608,2,71,84,0,0,87,1958,6,42,6,6,1,90,30,21,6,618,11,4,608,618,145,50,2,2,36,22,4,2,1,1,1,0,2,0,1,3,0,24,6,0,0,0,0,0,0,22,1,0,0,238,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,3,0,93,25,75,61,25,26,63,15,34,8513,242,4,103,35,2,10,6,5,62,71,BarnoAmare_22138,67,Amare,147,22138,78,39,Blythewood,10,90,38,88,13,15,10,53691,18,20,0,80,-31,73,42,32,1,Barno,24,100,61,99,58,81,12,33,22,43,28,44,8,22138,67,45,45,45,6,0,45,45,45,0,13,70,86,98,5,5,5,20,1,92,74,40,0,74,1154,6,74,6,6,1,86,10,15,6,363,8,4,20,363,85,50,2,2,10,21,3,2,1,0,1,0,0,0,1,2,0,31,15,0,0,0,0,0,0,21,0,0,0,109,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2240,4,0,90,23,84,76,37,23,73,17,48,4941,161,4,855,46,2,5,1,19,79,72,ThibodeauxKayvon_22139,72,Kayvon,200,22139,77,4,S. Central Los Angeles,10,91,5,87,17,15,10,32188,21,38,0,83,-31,82,38,51,1,Thibodeaux,44,100,77,99,75,85,30,36,40,31,34,58,23,22139,77,45,45,45,6,0,45,45,45,1,13,71,213,356,499,499,499,1996,1,88,84,20,0,81,1973,6,80,6,10,1,85,26,22,6,1138,13,4,1996,1138,98,50,2,2,26,16,3,2,0,0,0,0,2,0,1,2,1,32,13,0,0,0,0,0,0,16,1,0,0,498,499,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2241,4,0,86,23,80,89,35,22,76,12,42,8519,170,4,326,47,2,30,1,3,28,68,KarlaftisGeorge_22140,75,George,11,22140,76,13,West Lafayette,10,93,56,86,14,18,10,6589,16,28,0,83,-31,83,33,17,1,Karlaftis,11,100,85,99,91,87,14,40,34,29,38,23,5,22140,84,45,45,45,6,0,45,45,45,1,11,70,124,179,147,147,147,588,1,80,83,20,0,85,1795,6,87,6,6,1,91,30,20,6,606,10,4,588,606,103,50,2,2,13,9,3,2,0,0,0,0,2,0,1,2,1,26,10,0,0,0,0,0,0,9,1,0,0,233,147,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2242,4,0,88,25,83,75,40,28,77,12,44,2506,65,4,357,48,2,26,1,9,38,70,JohnsonIIJermaine_22141,74,Jermaine,137,22141,77,22,Eden Prairie,10,93,11,81,15,17,10,14395,18,28,0,84,-31,84,43,32,1,Johnson II,26,100,80,99,77,85,23,43,27,37,42,43,12,22141,79,45,45,44,6,0,45,45,46,1,11,71,130,190,167,167,167,668,1,85,79,45,0,82,1782,6,86,6,6,1,90,21,21,6,640,10,4,668,640,102,50,2,2,19,18,4,2,1,0,0,0,2,0,1,2,1,26,11,0,0,0,0,0,0,18,1,0,0,249,167,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2243,5,0,92,24,82,89,44,26,75,41,49,8514,158,4,158,60,2,32,2,5,65,75,BonittoNik_22142,86,Nik,219,22142,75,8,Fort Lauderdale,10,90,15,85,12,14,10,54331,21,37,0,78,-31,67,44,38,1,Bonitto,34,100,75,99,87,85,14,32,39,45,32,52,5,22142,85,45,45,45,26,0,45,45,45,0,3,70,97,123,35,35,35,140,1,88,72,95,0,82,1181,25,77,30,32,1,74,19,39,35,440,28,4,140,440,80,50,2,2,10,4,3,2,1,0,1,0,2,0,1,2,1,31,13,0,0,0,0,0,0,4,0,0,0,150,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2244,4,0,78,24,77,72,38,29,67,12,35,8521,216,4,141,44,2,20,3,20,88,64,LealDeMarvin_22143,71,DeMarvin,189,22143,76,42,San Antonio,10,87,98,75,15,16,10,2876,28,31,0,75,-31,74,44,24,1,Leal,26,100,66,99,67,83,25,36,34,42,41,28,24,22143,66,45,45,45,9,0,45,45,45,0,11,70,94,117,24,24,24,96,1,73,78,70,0,74,1806,9,76,9,9,1,86,30,20,9,422,17,4,96,422,130,50,2,2,26,29,3,2,1,0,1,0,0,0,1,2,1,25,11,0,0,0,0,0,0,29,0,0,0,141,24,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2245,4,0,89,26,74,65,35,26,68,20,32,4323,37,0,116,34,0,36,3,4,84,72,SandersMyjai_22144,74,Myjai,244,22144,77,8,Jacksonville,10,91,41,80,15,19,10,25402,19,28,0,78,-31,72,36,35,1,Sanders,25,100,66,99,66,83,16,29,29,31,28,45,8,22144,70,45,45,45,10,0,45,45,45,0,3,0,0,0,0,0,0,0,1,83,77,48,0,73,1939,10,75,12,18,1,87,26,19,11,0,18,0,0,0,88,50,2,0,15,1009,3,2,2,0,1,0,0,0,1,2,1,25,10,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2246,4,1,89,24,85,98,46,33,79,12,59,2395,118,4,974,64,2,2,1,38,40,70,HutchinsonAidan_22145,96,Aidan,27,22145,78,21,Plymouth,10,91,97,85,12,14,10,19388,30,56,1,85,-31,86,52,43,1,Hutchinson,31,100,89,99,96,95,52,50,62,46,48,53,44,22145,94,45,45,45,6,0,45,45,45,3,11,71,232,395,579,579,579,2316,1,82,87,1,0,87,1771,6,88,8,10,1,92,17,24,6,1255,18,4,2316,1255,105,50,2,2,50,19,4,2,1,0,0,0,2,0,1,2,1,25,10,0,0,0,0,0,0,19,1,0,0,557,579,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2247,4,0,87,25,85,72,21,14,72,12,45,8516,165,4,240,45,2,6,2,13,26,74,EbiketieArnold_22147,78,Arnold,286,22147,75,19,Silver Spring,10,92,17,87,16,15,10,47163,14,32,0,79,-31,79,21,33,1,Ebiketie,27,100,69,99,70,83,30,25,34,16,24,43,16,22147,75,45,45,45,6,0,45,45,45,1,11,70,110,150,90,90,90,360,1,84,81,38,0,76,1558,6,85,6,6,1,91,19,23,6,520,12,4,360,520,96,50,2,2,24,14,4,2,1,0,1,0,0,0,1,2,1,31,13,0,0,0,0,0,0,14,1,0,0,190,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,4,0,87,25,65,65,46,33,67,12,40,4945,158,1,30,38,1,2,7,26,84,60,ThomasIsaiah_22149,62,Isaiah,272,22149,77,35,Tulsa,10,91,51,77,15,15,10,7610,21,33,0,78,-31,77,39,20,1,Thomas,22,100,72,99,64,82,29,44,34,32,36,30,30,22149,66,45,45,45,6,0,45,45,45,0,3,30,0,0,0,0,0,0,1,82,71,15,0,79,1975,6,72,6,6,1,81,20,20,6,30,10,1,0,30,106,50,2,0,32,2,3,2,0,0,1,0,0,0,1,2,1,26,11,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2249,5,0,91,25,82,71,27,19,73,19,35,5346,160,4,170,42,2,24,2,5,74,70,WilliamsSam_22150,66,Sam,162,22150,76,0,Montgomery,10,88,54,86,14,12,10,63803,21,34,0,79,-31,82,27,30,1,Williams,24,100,77,99,68,83,13,33,30,23,33,40,7,22150,75,45,45,45,6,0,45,45,45,0,13,63,91,120,50,50,50,200,1,89,74,42,0,77,2037,6,82,6,6,1,78,19,20,6,422,14,4,200,422,101,50,2,2,10,11,4,2,1,0,1,0,2,0,1,2,0,26,11,0,0,0,0,0,0,11,0,0,0,148,50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2250,4,0,91,24,72,70,36,31,76,12,42,3808,99,4,211,38,2,14,2,25,10,65,PaschalJosh_22151,57,Josh,176,22151,75,19,Prince George's County,10,88,93,89,12,19,10,36283,38,38,0,82,-31,84,34,32,1,Paschal,37,100,72,99,68,82,31,42,36,28,43,41,29,22151,73,45,45,45,6,0,45,45,45,0,3,71,106,141,70,70,70,280,2,80,80,38,0,85,1877,6,82,6,6,1,94,25,20,6,494,10,4,280,494,118,50,2,2,33,19,3,2,0,0,1,0,2,0,1,2,1,26,10,0,0,0,0,0,0,19,0,0,0,176,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,5,0,90,25,82,67,30,22,65,15,32,3065,246,4,142,37,2,18,3,6,79,74,MaloneDeangelo_22152,71,DeAngelo,234,22152,76,9,Atlanta,10,92,51,85,27,32,10,25403,21,29,0,80,-31,69,43,20,1,Malone,24,100,63,99,63,78,12,31,31,35,32,30,8,22152,67,45,45,45,6,0,45,45,45,0,13,70,94,117,25,25,25,100,1,87,76,15,0,72,1824,6,75,6,6,1,78,19,21,6,422,10,4,100,422,80,50,2,2,15,14,3,2,0,0,1,0,0,0,1,2,1,31,15,0,0,0,0,0,0,14,1,0,0,141,25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2252,5,0,91,25,76,76,29,31,76,12,28,8522,121,4,234,36,2,8,2,5,69,67,MafeBoye_22153,77,Boye,223,22153,76,22,Golden Valley,10,90,53,95,26,28,10,62778,16,22,0,81,-31,73,24,37,1,Mafe,32,100,67,99,74,86,15,39,34,17,35,47,7,22153,77,45,45,45,9,0,45,45,45,0,13,71,110,149,85,85,85,340,1,90,76,10,0,75,1821,9,83,12,17,1,85,30,21,9,517,10,4,340,517,101,50,2,2,14,28,3,2,1,0,1,0,0,0,1,2,0,31,13,0,0,0,0,0,0,28,0,0,0,187,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,4,0,78,24,82,64,35,26,73,11,41,4600,157,1,23,36,1,15,5,28,70,71,SmithTyreke_22158,63,Tyreke,287,22158,75,34,Cleveland,10,87,59,82,15,18,10,28860,21,37,0,84,-31,77,35,32,1,Smith,30,100,68,99,61,81,27,36,35,32,32,46,31,22158,64,45,45,45,6,0,45,45,45,0,3,23,0,0,0,0,0,0,1,77,75,39,0,72,1949,6,79,6,6,1,79,20,24,6,23,10,1,0,23,95,50,2,0,34,1009,3,2,0,0,1,0,2,0,1,2,1,34,15,0,0,0,0,0,0,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,4,0,76,26,81,74,28,10,67,14,36,8525,90,0,23,35,0,511,63,6,33,69,VanvalkenburgZach_22159,60,Zach,24,22159,76,21,Zeeland,10,88,57,77,21,24,10,35002,44,35,0,74,-31,71,26,22,1,VanValkenburg,32,100,69,99,71,68,15,40,33,22,37,28,10,22159,60,40,40,40,6,0,45,45,45,0,12,0,0,0,0,0,0,0,1,73,72,5,0,78,5205,6,74,6,6,1,88,19,21,6,0,10,0,0,0,103,50,2,0,17,1009,4,2,0,0,1,0,0,0,1,2,1,32,13,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,4,0,84,27,74,74,29,23,74,19,28,950,216,4,118,30,2,12,4,4,65,65,ClemonsMicheal_22162,60,Micheal,283,22162,77,42,Garland,10,86,72,84,12,15,10,43961,18,20,0,81,-31,81,27,20,1,Clemons,26,100,74,99,72,82,12,31,26,29,27,28,8,22162,72,45,45,45,6,0,45,45,45,0,15,71,87,99,19,19,19,76,1,77,73,15,0,80,1278,10,82,15,20,1,87,10,23,10,367,12,4,76,367,121,50,2,2,10,18,3,2,0,0,1,0,0,0,1,2,1,26,11,0,0,0,0,1,0,18,0,0,0,110,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,4,0,90,26,81,51,42,43,64,12,39,3466,63,1,92,42,1,511,63,4,50,67,MoonJeremiah_22163,70,Jeremiah,244,22163,77,0,Hoover,10,85,49,94,12,16,10,37818,18,35,0,78,-31,66,52,42,1,Moon,45,100,62,99,49,78,16,45,33,46,33,50,8,22163,64,45,45,45,6,0,45,45,45,0,13,92,0,0,0,0,0,0,1,80,78,10,0,68,1856,6,79,6,6,1,80,26,20,6,92,18,1,0,92,87,50,2,0,15,29,3,2,0,0,1,0,0,0,1,2,0,31,13,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2257,6,0,87,24,58,72,42,29,75,12,53,1191,71,4,464,34,2,13,1,3,45,51,DavisJordan_22164,62,Jordan,268,22164,78,32,Charlotte,10,89,90,78,11,15,10,24636,40,21,0,82,-31,89,22,11,1,Davis,14,100,73,99,75,81,14,24,28,17,48,19,5,22164,78,45,45,45,6,0,45,45,45,1,11,70,148,225,239,239,239,956,2,80,69,0,0,96,1333,6,81,6,6,1,87,13,14,6,745,11,4,956,745,176,50,2,2,13,13,4,2,1,0,1,0,2,0,1,3,1,28,12,0,0,1,0,0,0,13,1,0,0,302,239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,4,0,79,24,59,68,27,25,72,18,26,7808,158,0,22,24,0,3,4,5,55,53,WinfreyPerrion_22165,61,Perrion,245,22165,76,12,Maywood,10,90,92,73,13,14,10,11196,18,14,0,84,-31,82,31,20,1,Winfrey,18,100,70,99,63,82,12,35,15,24,30,24,8,22165,67,45,45,45,9,0,45,45,45,0,15,0,0,0,0,0,0,0,1,76,78,15,0,82,2042,9,77,9,9,1,79,30,20,9,0,17,0,0,0,130,50,2,0,15,1009,3,2,0,0,1,0,0,0,1,2,1,28,12,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,5,0,88,26,69,77,31,25,75,12,39,5429,71,4,351,41,2,28,1,19,84,60,WyattDevonte_22166,78,Devonte,286,22166,75,9,Decatur,10,91,95,72,21,26,12,63802,32,38,0,83,-31,87,23,24,1,Wyatt,15,100,69,99,74,84,22,34,34,20,50,29,24,22166,75,45,45,45,5,0,45,45,45,1,1,71,129,188,163,163,163,652,2,80,79,5,0,86,2059,5,79,5,5,1,85,25,25,5,634,10,4,652,634,144,50,2,2,27,20,4,2,0,0,1,0,0,0,1,3,1,29,12,0,0,0,0,0,0,20,1,0,0,246,163,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2260,6,0,69,26,56,70,25,20,72,15,25,3143,4,1,30,24,1,15,2,9,65,50,MathisPhidarian_22167,60,Phidarian,264,22167,76,17,Wisner,10,88,51,61,12,15,10,53690,31,15,0,75,-31,85,20,15,1,Mathis,10,100,71,99,68,80,8,39,20,19,34,20,12,22167,69,45,45,45,6,0,45,45,45,0,13,30,0,0,0,0,0,0,2,63,76,15,0,89,1826,6,83,6,6,1,84,14,22,6,30,11,1,0,30,152,50,2,0,15,18,4,2,0,0,0,0,2,0,1,2,1,28,12,0,0,0,0,0,0,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,4,0,82,25,72,68,24,19,67,18,33,814,63,1,65,25,1,31,3,4,74,62,CarterZachary_22168,61,Zach,286,22168,76,8,Tampa,10,92,93,69,14,20,10,14779,28,10,0,75,-31,77,24,19,1,Carter,23,100,70,99,67,81,16,28,15,28,31,27,6,22168,65,45,45,45,6,0,45,45,45,0,5,65,0,0,0,0,0,0,1,73,79,20,0,76,1256,4,81,6,8,1,87,32,22,5,65,10,1,0,65,130,50,2,0,10,23,3,2,0,0,1,0,0,0,1,2,0,28,12,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,6,0,82,25,54,71,33,28,69,12,37,726,212,1,70,36,1,32,5,20,50,51,ButlerMatthew_22169,59,Matthew,244,22169,76,32,Raleigh,10,91,91,82,17,17,10,21179,30,30,0,77,-31,79,32,14,1,Butler,12,100,67,99,70,81,26,34,31,26,32,17,25,22169,66,44,44,44,6,0,45,45,45,0,5,70,0,0,0,0,0,0,2,72,73,10,0,80,1231,6,80,6,6,1,80,21,23,6,70,12,1,0,70,135,50,2,0,29,23,3,2,0,0,1,0,0,0,1,2,1,27,11,0,0,0,0,0,0,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,6,0,65,24,53,74,22,17,72,12,24,8533,227,4,106,26,2,17,5,5,40,45,OgbonniaOtito_22172,63,Otito,286,22172,76,42,Houston,10,90,93,65,19,18,9,52156,33,19,0,82,-31,83,24,20,1,Ogbonnia,18,100,70,99,72,77,14,34,18,22,31,35,8,22172,65,45,45,45,6,0,45,45,45,0,15,70,87,98,8,8,8,32,2,62,72,5,0,86,1866,6,79,6,6,1,85,20,22,6,365,11,4,32,365,160,50,2,2,14,8,3,2,0,0,1,0,2,0,1,2,1,27,11,0,0,0,0,0,0,8,0,0,0,110,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,6,0,82,24,73,62,42,35,67,12,40,519,201,2,92,39,2,7,5,22,75,66,BookerThomas_22173,51,Thomas,244,22173,75,19,Ellicott City,10,91,59,72,11,15,10,23867,34,35,0,79,-31,82,32,15,1,Booker IV,16,100,63,99,64,78,25,40,36,28,33,14,25,22173,64,45,45,45,6,0,45,45,45,0,5,92,103,0,0,0,0,0,1,74,76,37,0,85,1182,6,78,6,6,1,83,24,18,6,195,10,2,0,195,141,50,2,0,29,13,4,2,0,0,1,0,0,0,1,2,2,26,10,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2265,6,0,67,25,52,61,25,14,76,12,22,5538,165,1,23,25,1,511,63,5,45,46,MustipherPJ_22174,50,PJ,147,22174,76,19,Owings Mills,10,91,94,69,11,12,10,21818,44,13,0,81,-31,78,21,10,1,Mustipher,11,100,64,99,35,69,9,19,14,20,45,10,6,22174,57,40,40,40,7,0,45,45,44,0,5,23,0,0,0,0,0,0,2,59,72,5,0,79,2338,6,80,7,9,1,85,20,20,6,23,7,1,0,23,155,50,1,0,10,1009,3,2,1,0,0,0,2,0,1,3,0,28,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,6,0,70,25,55,63,20,14,73,9,23,4174,11,4,99,21,2,35,5,4,55,53,RidgewayJohn_22175,55,John,54,22175,77,12,Bloomington,10,91,95,70,10,12,10,14907,31,14,0,80,-31,86,13,12,1,Ridgeway III,10,100,67,99,60,78,12,29,20,12,32,14,6,22175,66,45,45,45,6,0,45,45,45,0,15,63,87,99,0,0,0,0,1,62,71,15,0,86,1913,6,81,6,6,1,84,18,19,6,359,6,4,0,359,161,50,2,0,14,27,3,2,0,0,1,0,2,0,1,2,1,28,12,0,0,0,0,0,0,11,0,0,0,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,6,0,63,25,66,60,38,16,62,12,40,6385,139,1,40,40,1,511,63,4,85,54,DurdenCory_22177,70,Cory,127,22177,76,8,Newberry,10,89,69,76,15,15,10,53307,33,31,0,85,-31,76,26,26,1,Durden,23,100,67,99,59,74,13,42,31,18,36,29,8,22177,57,35,35,35,6,0,45,45,45,0,5,40,0,0,0,0,0,0,2,65,73,1,0,77,10385,6,76,6,6,1,82,20,19,6,40,14,1,0,40,132,50,1,0,16,16,3,2,1,0,1,0,2,0,1,2,1,29,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2268,6,0,70,25,62,69,39,24,69,12,40,4092,4,1,92,40,1,511,63,4,90,64,RayLaBryan_22178,48,LaBryan,212,22178,76,0,Madison,10,80,93,71,12,13,5,11705,18,20,0,82,-31,84,28,16,1,Ray,15,100,67,99,68,73,26,40,24,31,35,19,8,22178,64,35,35,35,6,0,45,45,45,0,5,92,0,0,0,0,0,0,2,68,75,20,0,83,1910,6,84,6,6,1,76,20,20,6,92,10,1,0,92,130,50,1,1,15,21,3,2,0,0,1,0,0,0,1,2,1,27,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,6,0,72,24,71,75,20,19,77,10,25,2512,228,4,145,26,2,12,3,5,50,59,JonesTravis_22179,61,Travis,180,22179,76,6,New Haven,10,90,98,71,14,15,10,31931,35,13,0,81,-31,85,18,15,1,Jones,16,100,74,99,74,81,14,35,14,17,33,19,6,22179,74,45,45,45,6,0,45,45,45,1,15,70,95,119,26,26,26,104,2,75,70,5,0,95,1790,6,83,6,6,1,89,20,20,6,427,10,4,104,427,174,50,2,2,10,25,3,2,0,0,0,0,2,0,1,2,1,27,11,0,0,0,0,0,0,25,0,0,0,143,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,5,0,83,24,75,73,32,23,69,12,35,2061,81,4,254,37,2,1,2,10,40,66,HallLogan_22180,66,Logan,102,22180,78,42,Belton,10,90,90,74,15,15,10,45500,24,25,0,77,-31,83,29,20,1,Hall,25,100,74,99,73,83,21,41,32,25,42,28,14,22180,73,45,45,45,6,0,45,45,45,0,13,70,113,155,99,99,99,396,2,76,79,10,0,85,1750,6,82,6,6,1,86,21,28,6,535,13,4,396,535,123,50,2,2,21,6,4,2,0,0,1,0,0,0,1,2,1,26,10,0,0,0,0,0,0,6,0,0,0,197,99,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2271,5,0,87,26,76,64,54,46,69,47,61,4024,117,4,105,65,2,31,5,37,66,72,RobinsonDominique_22181,73,Dominique,184,22181,77,34,Canton,10,89,90,92,12,16,10,4922,28,59,0,81,-31,76,52,32,1,Robinson,30,100,62,99,64,81,42,43,57,43,50,45,41,22181,69,45,45,45,41,0,45,45,45,0,11,68,87,98,7,7,7,28,1,80,76,90,0,79,1921,42,78,50,55,1,80,20,62,52,363,39,4,28,363,93,50,2,2,43,1,3,2,1,0,1,0,0,0,1,2,0,25,10,0,0,0,0,0,0,1,0,0,0,110,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2272,6,0,81,25,62,67,22,24,73,15,29,8534,121,1,92,25,1,22,5,8,55,48,OtomewoEsezi_22182,57,Esezi,207,22182,77,13,Indianapolis,10,91,90,69,24,25,10,18747,45,20,0,76,-31,83,26,18,1,Otomewo,15,100,69,99,65,74,12,35,18,20,28,24,10,22182,65,45,45,45,6,0,45,45,45,0,15,92,0,0,0,0,0,0,1,76,72,25,0,81,1871,6,74,6,6,1,81,19,17,6,92,6,1,0,92,122,50,2,1,12,17,4,2,0,0,1,0,2,0,1,2,2,28,12,0,0,0,0,1,0,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,5,0,91,25,79,84,65,49,78,18,65,2937,234,4,353,73,2,27,1,28,85,75,LloydDevin_22183,64,Devin,228,22183,75,4,Chula Vista,10,92,33,84,38,41,10,62522,24,58,0,86,-31,83,52,60,1,Lloyd,48,100,54,99,86,93,33,46,70,44,45,64,30,22183,85,45,45,45,6,0,45,45,45,1,11,70,129,188,165,165,165,660,1,84,91,10,0,78,1812,10,93,12,16,1,88,10,28,15,634,10,4,660,634,75,50,2,2,32,17,3,2,1,2,1,0,2,0,1,2,1,37,14,0,0,0,0,0,0,17,1,0,0,247,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,5,0,89,24,80,70,52,44,68,21,58,933,107,4,105,57,2,33,5,25,85,74,ClarkDamone_22185,46,Damone,227,22185,75,17,Baton Rouge,10,78,18,87,15,16,10,58044,32,48,0,81,-31,78,61,65,1,Clark,46,100,49,99,66,81,31,42,52,52,40,68,29,22185,72,45,45,45,11,0,45,45,45,0,1,71,87,99,6,6,6,24,1,90,85,15,0,67,1272,10,91,13,19,1,84,35,24,19,367,12,4,24,367,80,50,2,2,32,11,3,2,1,2,1,0,0,0,1,2,1,33,15,0,0,0,0,0,0,11,0,0,0,110,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
