_index,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCBT,PCMT,PCOL,PCON,PCPH,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PFMS,PFNA,PGHE,PGID,PHAN,PHGT,PHSN,PHTN,PICN,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLDT,PLHT,PLHY,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLTY,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PPOS,PQBS,PRBF,PRBK,PRBS,PROL,PRSE,PSA0,PSA1,PSA2,PSA3,PSA4,PSA5,PSA6,PSB0,PSB1,PSB2,PSB3,PSB4,PSB5,PSB6,PSBO,PSKI,PSPD,PSTA,PSTM,PSTN,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTSA,PTUP,PVCO,PVSB,PVTS,PWGT,PYCF,PYRP,PYWT,SRRN,TGID,TRBH,TRBR,TRCB,TRCL,TRCT,TRDO,TRDS,TRFB,TRFK,TRFP,TRFY,TRHM,TRIC,TRJR,TRPB,TRSB,TRSC,TRSP,TRSW,TRTA,TRTL,TRTR,TRTS,TRWU,TSPM
2308,1,0,93,25,84,70,64,53,47,14,55,0,3143,167,4,0,118,67,2,10,4,20,87,83,MathisDamarri_22236,40,Damarri,216,22236,0,71,8,Lakeland,0,10,87,27,97,11,13,50,25019,15,56,0,4,68,-31,47,73,68,1,Mathis,75,100,34,99,69,67,32,36,63,65,33,40,72,25,22236,71,30,30,30,6,16,0,35,35,35,0,3,71,87,99,110,0,0,0,19,19,19,19,0,0,0,76,1,93,91,43,0,61,1825,6,48,6,6,1,86,22,29,6,367,10,4,76,367,35,50,2,2,30,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1
2309,3,0,95,25,92,60,64,49,55,17,57,0,103,219,4,0,106,58,2,23,5,29,50,82,AndersonTycen_22240,37,Tycen,242,22240,0,74,34,Toledo,0,10,87,26,88,14,13,45,27323,20,56,0,2,62,-31,50,72,65,1,Anderson,73,100,32,99,56,66,41,45,55,63,39,42,63,31,22240,65,33,33,33,7,17,0,34,34,34,0,11,70,87,98,110,0,0,0,8,8,8,8,0,0,0,32,1,92,86,38,0,59,1136,6,60,8,10,1,74,26,24,15,365,9,4,32,365,49,50,2,2,36,2,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1
2310,3,0,91,25,88,66,63,45,44,13,62,0,8544,232,1,0,99,70,1,511,63,10,76,80,PolaMaoIsaiah_22241,35,Isaiah,209,22241,0,76,2,Phoenix,0,10,87,20,76,23,25,35,62139,24,57,0,0,64,-31,47,69,65,1,Pola-Mao,75,100,28,99,65,71,25,52,64,63,35,42,68,17,22241,66,35,35,35,11,18,0,35,35,35,0,13,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,81,35,0,57,4878,12,63,13,19,1,66,35,27,11,99,11,1,0,99,51,50,2,2,21,23,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1
2311,3,0,92,25,82,76,64,52,55,20,59,0,5240,252,4,0,101,64,2,22,7,32,87,86,WatsonJaylen_22242,41,Jaylen,207,22242,0,74,9,Augusta,0,10,91,35,90,17,16,45,35898,24,57,0,9,64,-31,53,73,76,1,Watson,77,100,33,99,75,72,41,35,55,66,40,38,78,36,22242,77,29,29,29,6,16,0,34,34,34,0,13,71,87,99,110,0,0,0,2,2,2,2,0,0,0,8,1,93,89,45,0,66,2014,12,58,14,17,1,80,26,25,19,367,14,4,8,367,37,50,2,2,39,9,0,0,3,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1
2312,1,1,92,25,80,78,60,50,55,20,60,0,2763,227,4,0,102,70,2,33,6,12,60,79,LakeQuentin_22243,35,Quentin,137,22243,0,73,4,Irvine,0,10,86,37,85,18,21,45,59451,18,57,1,24,65,-31,51,64,65,1,Lake,67,100,30,99,78,78,22,39,67,57,41,41,74,16,22243,75,35,35,35,8,18,0,35,35,35,0,3,71,87,99,110,0,0,0,3,3,3,3,0,0,0,12,1,86,88,35,0,57,1803,13,74,17,21,1,75,18,30,16,367,11,4,12,367,41,50,2,2,21,24,0,0,2,0,0,0,0,0,0,2,0,0,1,1,2,0,2,1,0,0,0,0,0,0,1
2313,1,0,92,24,77,71,71,58,48,13,62,0,4600,71,4,0,97,70,3,35,5,13,85,80,SmithChristopher_22244,45,Christopher,237,22244,0,71,9,Atlanta,0,10,87,29,80,25,30,52,2620,19,53,0,23,77,-31,46,70,66,1,Smith II,60,100,31,99,70,67,24,35,69,65,27,41,70,18,22244,67,30,30,30,6,18,0,35,35,35,0,3,75,91,103,114,0,0,0,6,6,6,6,0,0,0,24,1,86,90,5,0,57,2397,6,64,6,6,1,79,19,22,6,383,14,4,24,383,35,50,1,1,28,23,0,0,3,0,0,0,0,1,0,2,0,0,2,0,1,0,2,1,0,0,0,2,0,0,1
2314,1,0,95,25,82,60,58,47,50,18,55,0,8538,165,1,0,23,58,1,43,6,29,85,85,CastroFieldsTariq_22245,31,Tariq,100,22245,0,73,19,Upper Marlboro,0,10,83,46,88,19,20,48,28731,15,49,0,15,52,-31,52,71,62,1,Castro-Fields,70,100,27,99,57,62,36,34,62,64,32,40,66,32,22245,65,34,34,34,6,16,0,35,35,35,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,87,40,0,60,1259,6,54,6,6,1,73,36,29,6,23,12,1,0,23,37,50,2,0,35,1009,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1
2315,1,0,92,24,81,63,63,52,51,15,59,0,1922,39,0,0,92,65,0,511,63,28,80,81,GoodrichMario_22246,35,Mario,183,22246,0,72,24,Kansas City,0,10,89,36,76,14,15,45,24636,15,62,0,0,63,-31,53,70,62,1,Goodrich,71,100,25,99,62,71,32,38,57,63,31,40,66,30,22246,64,35,35,35,6,16,0,35,35,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,90,10,0,52,1735,6,56,6,6,1,84,25,27,14,0,9,0,0,0,31,50,1,0,33,1009,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1
2316,3,0,96,25,87,83,62,53,50,16,62,0,8546,355,4,0,106,82,2,10,5,40,79,84,WoolenTariq_22247,34,Tariq,287,22247,0,76,42,Fort Worth,0,10,89,27,94,18,24,45,4667,15,62,0,28,61,-31,53,71,76,1,Woolen,85,100,29,99,82,71,44,33,71,63,39,40,88,42,22247,86,35,35,35,6,16,0,35,35,35,2,13,67,87,98,110,0,0,0,8,8,8,8,0,0,0,32,1,97,92,10,0,61,2054,6,57,10,15,1,75,31,27,17,362,9,4,32,362,50,50,2,2,44,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,1
2317,5,0,86,25,72,68,79,68,46,42,81,2,2239,119,4,0,102,78,2,30,6,49,45,67,HeywardConnor_22249,21,Connor,109,22249,0,72,9,Duluth,0,10,90,83,79,37,42,64,45115,68,78,0,29,60,-31,64,63,15,1,Heyward,10,100,25,99,31,50,60,71,77,60,73,15,15,56,22249,66,57,58,58,26,4,0,54,58,55,0,6,70,87,98,110,0,0,0,4,4,4,4,0,0,0,16,1,82,80,10,0,68,1764,24,40,20,32,1,91,25,37,35,365,26,4,16,365,70,50,2,2,65,29,0,0,3,0,0,0,0,0,0,2,1,1,1,0,1,0,2,1,0,0,0,2,0,1,1
2318,4,0,82,26,66,50,48,33,43,10,65,1,8536,167,1,0,99,64,1,511,63,47,55,66,AdomitisCal_22250,16,Cal,16,22250,0,74,37,Pittsburgh,0,72,89,48,73,11,12,10,19258,50,61,0,0,53,-31,59,44,15,1,Adomitis,10,100,24,99,13,50,49,44,59,40,34,14,13,52,22250,40,42,52,45,10,4,0,42,50,40,0,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,70,40,0,69,1110,12,54,14,29,1,74,14,27,10,99,10,1,0,99,78,50,2,2,55,2,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
2319,1,0,89,25,70,57,19,14,10,15,35,1,8537,71,0,0,116,29,0,28,4,10,55,60,CamardaJake_22252,10,Jake,66,22252,0,73,9,Norcross,0,10,90,5,67,75,93,10,41403,10,10,0,6,18,-31,10,24,11,1,Camarda,10,100,10,99,10,10,12,12,14,22,15,45,12,10,22252,72,10,16,10,10,20,0,10,24,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,84,70,0,45,1243,25,30,31,35,1,65,25,30,10,0,18,0,0,0,33,50,2,0,10,1009,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,2,0,0,1
2320,1,0,88,26,66,61,21,9,21,18,34,1,6749,165,4,0,116,27,2,25,4,15,75,57,StoutJordan_22253,10,Jordan,67,22253,0,75,45,Cedar Bluff,0,10,89,11,63,77,94,10,9146,15,15,0,25,19,-31,16,32,10,1,Stout,10,100,10,99,17,24,15,15,15,24,10,45,10,15,22253,75,17,17,17,15,20,0,16,14,16,0,3,71,87,99,110,0,0,0,17,17,17,17,0,0,0,68,2,84,86,42,0,45,1957,18,27,23,27,1,76,45,34,19,367,17,4,68,367,54,50,2,2,15,25,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
2321,1,0,94,24,81,56,55,38,43,12,48,0,8610,4,4,0,117,70,2,14,4,12,81,82,ArmourDavisJalyn_22254,34,Jalyn,225,22254,0,73,0,Mobile,0,10,84,5,87,15,21,45,7227,20,47,0,25,48,-31,44,67,67,1,Armour-Davis,68,100,26,99,60,72,22,30,60,60,28,38,66,15,22254,66,22,28,22,6,16,0,35,34,34,0,6,71,87,98,110,0,0,0,19,19,19,19,0,0,0,76,1,93,88,30,0,60,1142,6,57,10,15,1,74,31,31,10,366,10,4,76,366,35,50,2,2,21,25,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1
2322,1,0,91,23,90,64,66,54,55,23,58,0,522,39,1,0,30,71,1,10,2,30,88,91,BoothJrAndrew_22255,39,Andrew,210,22255,0,72,9,Dacula,0,10,82,25,89,18,15,64,58428,24,57,0,31,72,-31,56,74,69,1,Booth Jr,73,100,32,99,64,75,35,39,75,69,35,38,68,34,22255,69,35,35,35,14,16,0,35,35,35,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,85,20,0,62,1187,19,54,24,29,1,87,25,31,28,30,12,1,0,30,34,50,2,0,39,11,0,0,2,0,0,0,0,0,0,2,0,0,1,1,2,0,2,1,0,0,0,0,0,0,1
2323,1,0,90,25,78,72,60,49,49,16,61,0,644,11,4,0,101,70,2,1,7,32,67,79,BrownMontaric_22256,34,Montaric,227,22256,0,72,3,Ashdown,0,10,90,30,82,14,17,45,50107,23,56,0,17,52,-31,53,68,73,1,Brown,72,100,27,99,70,69,39,30,67,63,31,40,77,36,22256,70,35,35,35,6,16,0,35,35,35,0,3,70,87,98,110,0,0,0,3,3,3,3,0,0,0,12,1,87,84,20,0,57,1214,6,48,6,6,1,75,36,23,6,365,6,4,12,365,30,50,2,2,41,17,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,2,0,0,1
2324,3,0,90,23,85,75,63,51,45,23,56,0,1459,63,4,0,373,76,2,23,1,28,82,86,ElamKaiir_22257,39,Kaiir,244,22257,0,73,8,Riviera Beach,0,10,85,5,89,17,17,55,10813,19,57,0,3,52,-31,48,73,72,1,Elam,78,100,31,99,73,64,37,48,65,64,49,40,78,31,22257,76,35,35,35,6,16,0,35,35,35,1,13,71,133,195,258,0,0,0,178,178,178,178,0,0,0,712,1,93,88,20,0,60,1561,17,63,20,24,1,71,15,27,21,657,14,4,712,657,31,50,2,2,35,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1
2325,3,0,91,23,87,77,61,52,45,17,60,0,7189,55,4,0,149,67,2,4,3,28,74,87,EmersonMartin_22258,39,Martin,288,22258,0,74,8,Pensacola,0,10,93,23,84,13,19,42,56380,19,50,0,5,59,-31,49,70,70,1,Emerson Jr,85,100,31,99,78,73,36,38,55,62,35,40,79,32,22258,75,35,35,35,6,16,0,35,35,35,1,11,70,95,120,135,0,0,0,29,29,29,29,0,0,0,116,1,89,90,45,0,65,1565,8,52,13,16,1,83,30,26,15,420,11,4,116,420,41,50,2,2,35,5,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1
2326,3,0,92,23,86,76,60,48,40,12,48,0,8568,107,4,0,143,61,2,17,3,30,65,92,FlottCordale_22259,29,Cor'Dale,217,22259,0,73,0,Saraland,0,10,88,28,82,14,18,40,50109,11,49,0,16,45,-31,47,73,73,1,Flott,68,100,21,99,78,68,21,23,62,65,21,40,81,33,22259,76,22,22,22,6,16,0,27,27,27,1,13,70,94,118,142,0,0,0,25,25,25,25,0,0,0,100,1,89,87,90,0,50,1580,6,55,10,15,1,78,31,25,10,424,10,4,100,424,15,50,2,2,36,16,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1
2327,3,0,94,24,91,93,72,61,55,20,64,0,1787,37,4,0,912,76,2,4,1,18,97,91,GardnerAhmad_22260,52,Sauce,217,22260,0,75,21,Detroit,0,10,96,1,92,16,17,40,64444,21,64,0,18,69,-31,55,75,96,1,Gardner,96,100,38,99,95,78,35,41,65,67,36,38,95,22,22260,94,35,35,35,6,16,0,35,35,35,3,11,70,222,374,526,0,0,0,538,538,538,538,0,0,0,2152,1,93,95,10,0,65,1712,6,54,6,6,1,92,35,27,6,1192,10,4,2152,1192,40,50,2,2,32,18,0,0,2,1,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,2,0,0,1
2328,1,0,92,24,93,83,61,55,46,20,58,0,1928,253,4,0,237,71,2,7,2,34,88,92,GordonKyler_22261,47,Kyler,99,22261,0,72,46,Mukilteo,0,10,92,6,93,20,17,50,36283,22,50,0,1,66,-31,50,75,77,1,Gordon,73,100,38,99,84,77,39,32,69,68,35,40,83,37,22261,81,35,35,35,18,16,0,35,35,35,1,3,71,110,150,189,0,0,0,87,87,87,87,0,0,0,348,1,88,90,25,0,66,1738,12,63,15,20,1,79,24,23,22,520,16,4,348,520,40,50,2,2,42,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
2329,3,0,91,24,83,62,61,54,54,10,56,0,1960,118,0,0,80,59,0,511,63,5,58,81,GrayVincent_22262,33,Vincent,245,22262,0,74,21,Rochester,0,10,87,31,85,10,8,45,58811,11,51,0,0,62,-31,53,69,69,1,Gray,75,100,26,99,63,76,22,34,59,59,37,38,63,11,22262,66,35,35,35,6,16,0,35,35,35,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,86,10,0,65,1744,6,58,6,6,1,87,22,26,6,0,11,0,0,0,32,50,1,0,29,1009,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1
2330,1,0,94,23,96,75,65,55,52,21,63,0,2253,118,4,0,318,71,2,31,1,27,75,92,HillDaxton_22263,53,Dax,157,22263,0,72,35,Tulsa,0,10,92,23,88,15,18,40,60476,15,60,0,2,78,-31,56,73,73,1,Hill,72,100,40,99,74,75,30,35,66,64,45,38,69,30,22263,77,35,35,35,6,16,0,35,35,35,1,1,70,123,176,229,0,0,0,142,142,142,142,0,0,0,568,1,93,88,10,0,56,1766,8,65,10,12,1,87,20,22,19,598,12,4,568,598,31,50,2,2,33,2,0,0,2,0,0,0,0,0,0,2,0,1,1,0,1,0,2,1,0,0,0,0,0,0,1
2331,2,0,90,25,87,57,63,54,48,19,60,0,2511,8,0,0,23,69,0,511,63,17,72,90,JollyShaun_22264,35,Shaun,157,22264,0,69,9,Stone Mountain,0,10,87,38,87,13,14,47,36026,17,58,0,0,57,-31,39,65,62,1,Jolly,71,100,29,99,60,70,19,23,62,60,25,39,66,19,22264,63,18,30,20,6,16,0,21,35,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,87,32,0,44,10402,6,57,6,6,1,76,32,35,6,0,15,0,0,0,20,50,2,0,22,1009,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,1,2,1,0,0,0,0,0,0,1
2332,1,0,94,23,94,95,63,53,55,15,59,0,3249,253,4,0,382,69,2,21,1,11,70,91,McDuffieTrent_22265,38,Trent,108,22265,0,71,4,Westminster,0,10,89,22,91,21,22,68,27708,15,52,0,9,67,-31,46,73,95,1,McDuffie,88,100,29,99,97,83,17,23,61,66,26,38,92,16,22265,94,34,33,33,6,16,0,34,34,33,2,8,70,134,198,261,0,0,0,184,184,184,184,0,0,0,736,1,92,91,35,0,61,1844,6,68,6,6,1,86,26,27,6,663,10,4,736,663,33,50,2,2,26,9,0,0,3,0,0,0,0,0,0,2,0,1,1,0,1,1,2,1,0,0,0,2,0,0,1
2333,2,0,84,24,91,77,66,55,40,25,58,0,3305,59,1,0,92,77,1,511,63,29,75,86,McMillianJaQuan_22267,34,Ja'Quan,222,22267,0,70,32,Winston-Salem,0,10,89,29,87,15,15,45,8892,16,58,0,0,47,-31,38,74,79,1,McMillian,73,100,25,99,79,76,19,26,65,67,25,39,76,31,22267,75,30,30,30,19,16,0,31,31,31,0,8,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,88,20,0,56,10421,24,64,27,31,1,79,25,35,32,92,15,1,0,92,23,50,1,1,35,4,0,0,4,0,0,0,0,0,0,2,0,0,1,0,2,0,2,1,0,0,0,0,0,0,1
2334,3,0,93,23,94,95,78,65,49,25,63,0,8589,107,4,0,945,83,2,3,1,30,93,92,StingleyJrDerek_22269,44,Derek,137,22269,0,72,17,Baton Rouge,0,10,84,24,93,19,20,72,41661,18,71,0,32,69,-31,47,84,93,1,Stingley Jr,84,100,36,99,95,75,44,40,80,74,45,40,95,35,22269,93,34,25,33,10,16,0,34,25,33,1,3,70,228,385,543,0,0,0,560,560,560,560,0,0,0,2240,1,93,92,20,0,59,1956,18,60,21,26,1,75,26,36,22,1226,12,4,2240,1226,30,50,2,2,45,32,0,0,3,0,0,0,0,0,0,2,0,0,1,1,2,0,2,1,0,0,0,2,0,0,1
2335,1,0,92,26,85,60,71,55,43,10,61,0,5257,311,1,0,75,68,1,511,63,48,72,85,WebbSam_22271,34,Sam,195,22271,0,72,24,Excelsior Springs,0,10,90,27,96,20,20,65,39482,13,62,0,0,58,-31,42,72,68,1,Webb,70,100,26,99,56,63,39,39,67,66,33,38,70,52,22271,66,35,35,35,6,16,0,35,35,35,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,82,15,0,58,2016,6,52,6,6,1,67,35,35,6,75,11,1,0,75,42,50,2,0,56,23,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1
2336,5,0,79,25,74,80,44,35,25,10,45,3,8572,143,4,0,188,47,2,19,2,32,65,60,JurgensCam_22273,18,Cam,13,22273,0,75,26,Beatrice,0,10,85,51,81,15,19,10,43963,86,43,0,13,32,-31,77,42,10,1,Jurgens,12,100,20,99,15,35,42,45,40,38,39,18,10,36,22273,75,76,74,72,6,7,0,83,80,76,0,5,70,102,133,165,0,0,0,55,55,55,55,0,0,0,220,2,75,84,0,0,83,1793,6,26,6,6,1,80,30,20,6,470,10,4,220,470,143,50,2,2,39,13,0,0,4,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
2337,5,0,82,24,69,89,20,18,44,14,35,3,8575,90,4,0,361,28,2,25,1,5,50,59,LinderbaumTyler_22274,36,Tyler,59,22274,0,74,14,Solon,0,10,92,64,72,21,23,10,14780,95,14,0,25,33,-31,86,10,10,1,Linderbaum,10,100,39,99,36,42,15,28,15,10,25,18,10,10,22274,88,89,87,84,6,7,0,91,89,86,1,5,71,131,191,251,0,0,0,170,170,170,170,0,0,0,680,2,77,89,0,0,85,1810,6,41,6,6,1,93,12,21,6,644,10,4,680,644,145,50,2,2,15,25,0,0,4,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,0,0,1
2338,1,0,93,26,81,74,70,57,54,17,60,0,219,69,1,0,99,58,1,511,63,36,74,86,BakerJrDarrell_22275,35,Darrell,200,22275,0,73,9,Hephzibah,0,10,89,39,95,14,13,50,55610,21,57,0,0,64,-31,52,71,76,1,Baker,78,100,30,99,75,75,35,47,59,65,38,40,79,39,22275,76,23,30,24,6,16,0,25,35,26,0,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,87,28,0,57,2798,8,62,12,18,1,78,29,30,21,99,17,1,0,99,30,50,2,0,44,30,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1
2339,2,0,94,26,86,79,63,53,40,44,55,0,1402,180,4,0,111,74,2,37,4,22,54,84,DurantCobie_22278,33,Cobie,123,22278,0,71,39,Lamar,0,10,89,14,85,22,20,55,18618,12,59,0,24,54,-31,42,72,70,1,Durant,64,100,29,99,78,72,25,34,67,64,30,40,77,25,22278,76,25,25,25,35,16,0,30,30,30,0,6,70,87,98,110,0,0,0,13,13,13,13,0,0,0,52,1,93,88,95,0,50,1554,34,51,39,43,1,74,21,42,45,365,30,4,52,365,20,50,2,2,30,24,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1
2340,3,0,95,27,84,61,81,71,38,12,55,0,1637,166,1,0,23,70,1,511,63,27,78,80,FlowersDallis_22280,39,Dallis,207,22280,0,73,12,Chicago,0,10,89,28,93,15,11,86,8889,17,58,0,0,56,-31,34,72,67,1,Flowers,64,100,28,99,56,67,33,52,64,66,36,40,73,31,22280,67,21,22,21,6,16,0,35,34,35,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,88,20,0,51,3169,6,43,6,6,1,68,21,27,6,23,15,1,0,23,36,50,2,0,35,1009,0,0,3,0,0,0,0,1,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1
2341,1,0,93,25,89,73,70,59,43,17,60,0,4913,250,4,0,102,65,2,36,6,16,75,86,TaylorJaSir_22283,39,Ja'Sir,284,22283,0,70,29,Asbury Park,0,10,90,36,88,18,19,70,16443,14,55,0,8,50,-31,40,74,71,1,Taylor,64,100,34,99,72,66,24,34,58,67,37,38,66,23,22283,71,35,35,35,6,16,0,35,35,35,0,1,71,87,99,110,0,0,0,3,3,3,3,0,0,0,12,1,92,88,45,0,53,2641,6,50,6,6,1,74,30,28,6,367,10,4,12,367,25,50,2,2,33,8,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1
2342,1,0,87,25,84,63,58,46,52,14,55,0,8237,370,1,0,23,57,1,19,6,21,35,86,JuniorGregory_22284,38,Gregory,128,22284,0,72,3,Crossett,0,10,91,41,93,11,11,40,43707,21,53,0,17,57,-31,51,70,65,1,Junior,73,100,29,99,62,71,31,42,56,64,30,38,64,24,22284,65,35,35,35,6,16,0,35,35,35,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,87,38,0,64,2156,6,57,6,6,1,78,35,25,14,23,9,1,0,23,30,50,2,0,28,1009,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1
2343,3,0,95,25,97,77,62,48,51,22,63,0,3219,184,4,0,107,72,2,14,5,19,50,93,McCollumZyon_22285,40,Zyon,109,22285,0,74,42,Galveston,0,10,90,27,93,20,20,45,6715,15,54,0,6,64,-31,45,71,78,1,McCollum,68,100,30,99,76,68,25,38,64,62,40,38,74,24,22285,79,29,29,29,15,16,0,33,33,33,1,1,71,87,99,110,0,0,0,8,8,8,8,0,0,0,32,1,93,87,20,0,60,1840,8,50,10,15,1,75,25,26,21,367,13,4,32,367,39,50,2,2,28,6,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1
2344,1,0,87,26,82,62,58,48,53,17,57,0,5073,39,0,0,87,67,0,511,63,11,40,75,TurnerNolan_22287,48,Nolan,68,22287,0,73,0,Vestavia Hills,0,10,90,34,89,22,24,40,60729,24,62,0,0,59,-31,51,68,62,1,Turner,60,100,40,99,61,65,20,47,59,63,45,41,66,15,22287,62,33,33,33,5,18,0,35,35,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,87,25,0,62,2654,13,59,16,20,1,82,15,27,15,0,11,0,0,0,42,50,2,0,21,1009,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1
2345,2,0,93,26,83,62,71,57,42,19,58,0,5346,81,1,0,23,64,1,36,4,31,79,90,WilliamsDamarion_22289,35,Damarion,153,22289,0,70,8,Miami,0,10,90,37,83,17,14,60,31546,14,55,0,25,56,-31,43,78,65,1,Williams,66,100,27,99,66,76,29,30,59,68,31,40,67,36,22289,66,30,30,30,6,16,0,32,32,32,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,91,20,0,57,2031,10,57,12,15,1,85,35,32,14,23,11,1,0,23,20,50,2,0,42,1009,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1
2346,3,0,93,24,85,65,77,71,54,10,66,0,5402,18,1,0,23,76,1,15,3,27,86,87,WoodsJT_22290,32,JT,162,22290,0,74,42,San Antonio,0,10,88,26,93,16,19,50,21180,22,63,0,8,61,-31,52,74,62,1,Woods,67,100,27,99,66,68,34,45,72,64,42,41,70,30,22290,68,35,35,35,15,18,0,35,35,35,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,86,45,0,62,2051,10,59,10,15,1,71,26,23,15,23,11,1,0,23,33,50,2,0,33,1009,0,0,4,0,0,0,0,0,0,2,0,0,1,0,2,0,2,1,0,0,0,0,0,0,1
2347,1,0,90,25,89,70,66,57,47,15,59,0,8599,97,1,0,23,67,1,32,7,18,80,83,YeastRuss_22291,54,Russ,208,22291,0,70,16,Danville,0,10,92,25,89,12,15,35,16955,20,48,0,24,65,-31,46,73,64,1,Yeast,65,100,43,99,69,73,30,40,60,65,46,41,70,23,22291,68,30,30,30,15,18,0,30,30,30,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,89,28,0,62,2673,10,61,10,15,1,83,29,25,15,23,16,1,0,23,35,50,2,0,25,1009,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1
2348,6,0,80,25,76,54,22,21,63,12,28,2,103,87,1,0,23,28,1,511,63,3,66,64,AndersonRyder_22293,70,Ryder,128,22293,0,78,42,Katy,0,10,90,57,78,15,13,10,31930,33,16,0,0,78,-31,81,20,15,1,Anderson,12,100,60,99,54,79,13,44,16,18,37,25,24,5,22293,62,45,45,45,6,10,0,45,45,45,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,68,10,0,82,2747,6,74,7,8,1,87,14,24,7,23,14,1,0,23,116,50,2,0,10,1009,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1
