_index,ASNM,BTYP,CFNM,CJNO,CLNM,CNID,COMB,GENR,GNHD,HINC,LOUT,SKNT,USKT,WLBS,_compressed_header
23003,DennisSirVocea_23003,2,SirVocea,8,Dennis,23003,0,gen_6_BTM_BM_001,184,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,226,8e8da903
23005,PoolBumper_23005,2,Bumper,47,Pool,23005,0,gen_1_B_N_03,9,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,235,8e8da903
23006,BrightCam_23006,0,Cam,49,Bright,23006,0,gen_5_T_G_01,153,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,228,8e8da903
23007,VanSumerenBen_23007,2,Ben,57,VanSumeren,23007,0,gen_2_B_N_0017,34,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,231,8e8da903
23008,MillerJrAubrey_23008,2,Aubrey,52,Miller,23008,0,gen_7_T_G_007,287,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,229,8e8da903
23011,ThomasDrake_23011,2,Drake,42,Thomas,23011,0,gen_2_M_N_04,67,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,228,8e8da903
23012,BanksJeremy_23012,2,Jeremy,39,Banks,23012,0,gen_7_BTM_MB_023,257,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,225,8e8da903
23013,BeauplanAbraham_23013,2,Abraham,48,Beauplan,23013,0,gen_7_M_N_005,9,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,75,8e8da903
23015,WilliamsDorian_23015,2,Dorian,42,Williams,23015,0,gen_7_M_N_024,284,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,230,8e8da903
23016,HeywardShaka_23016,0,Shaka,50,Heyward,23016,0,gen_7_M_N_005,9,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,238,8e8da903
23017,GantDallas_23017,2,Dallas,96,Gant,23017,0,gen_7_BMH_GS_005,9,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,228,8e8da903
23018,BaskervilleMicah_23018,0,Micah,47,Baskerville,23018,0,gen_7_T_G_007,9,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,221,8e8da903
23020,JonesCam_23020,2,Cam,44,Jones,23020,0,gen_7_M_N_024,284,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,227,8e8da903
23023,WitherspoonDevon_23023,0,Devon,21,Witherspoon,23023,0,gen_7_B_N_013,224,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,20,8e8da903
23024,BranchBrian_23024,0,Brian,32,Branch,23024,0,gen_5_BHTM_GS_001,139,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,190,8e8da903
23025,BattleJordan_23025,0,Jordan,27,Battle,23025,0,gen_7_B_N_016,227,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,206,8e8da903
23026,GonzalezChristian_23026,0,Christian,0,Gonzalez,23026,0,gen_4_B_N_005,109,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,41,8e8da903
23027,RicksEli_23027,0,Eli,23,Ricks,23027,0,gen_7_B_N_07,232,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,28,8e8da903
23028,WilliamsGarrett_23028,0,Garrett,21,Williams,23028,0,gen_7_B_N_016,227,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,192,8e8da903
23029,ForbesEmmanuel_23029,0,Emmanuel,13,Forbes Jr,23029,0,gen_7_B_N_012,223,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,173,8e8da903
23030,HodgesTomlinsonTreVius_23030,0,Tre'Vius,6,Hodges-Tomlinson,23030,0,gen_6_M_G_01,195,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,175,8e8da903
23031,TurnerDJ_23031,0,DJ,20,Turner II,23031,0,gen_5_B_G_01,129,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,180,8e8da903
23032,JonesJaylon_23032,0,Jaylon,40,Jones,23032,0,gen_6_B_N_005,257,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,40,8e8da903
23033,TorrenceIIRashad_23033,0,Rashad,33,Torrence II,23033,0,gen_7_BMT_MG_002,254,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,202,8e8da903
23034,SkinnerJL_23034,0,JL,34,Skinner,23034,0,gen_7_T_G_007,287,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,220,8e8da903
23035,PhillipsIIIClark_23035,0,Clark,22,Phillips III,23035,0,gen_7_B_G_008,212,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,183,8e8da903
23036,JosephBrandon_23036,0,Brandon,12,Joseph,23036,0,gen_4_B_G_003,100,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,202,8e8da903
23038,StevensonTyrique_23038,0,Tyrique,29,Stevenson,23038,0,gen_7_B_N_013,224,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,204,8e8da903
23039,BlackmonMekhi_23039,0,Mekhi,5,Blackmon,23039,0,gen_6_B_G_04,158,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,18,8e8da903
23040,KellyKyuBlu_23040,0,Kyu Blu,36,Kelly,23040,0,gen_6_M_G_01,195,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,192,8e8da903
23042,MitchellCameron_23042,0,Cameron,29,Mitchell,23042,0,gen_7_B_N_06,247,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,195,8e8da903
23043,RushDarius_23043,0,Darius,21,Rush,23043,0,gen_7_T_G_007,287,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,198,8e8da903
23044,YoungAvery_23044,0,Avery,39,Young,23044,0,gen_7_T_G_007,287,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,198,8e8da903
23045,RobinsonJammie_23045,0,Jammie,22,Robinson,23045,0,gen_7_M_N_005,282,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,190,8e8da903
23046,DeanIIITrey_23046,0,Trey,42,Dean III,23046,0,gen_7_B_G_005,210,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,200,8e8da903
23047,WardJay_23047,0,Jay,20,Ward,23047,0,gen_7_T_G_007,287,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,28,8e8da903
23049,MullenTiawan_23049,0,Tiawan,41,Mullen,23049,0,gen_7_B_N_016,227,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,181,8e8da903
23050,HellamsDeMarcco_23050,0,DeMarcco,23,Hellams,23050,0,gen_7_B_N_016,227,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,213,8e8da903
23051,BrownCameron_23051,0,Cam,38,Brown,23051,0,gen_7_BMH_GS_005,244,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,199,8e8da903
23052,BanksDeonte_23052,0,Deonte,3,Banks,23052,0,gen_7_B_N_07,232,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,205,8e8da903
23053,MartinJartavius_23053,0,Quan,20,Martin,23053,0,gen_7_B_N_017,228,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,195,8e8da903
23054,ClarkKeiTrel_23054,0,Kei'Trel,13,Clark,23054,0,gen_7_B_N_013,224,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,181,8e8da903
23055,BoykinLance_23055,0,Lance,18,Boykin,23055,0,gen_7_BMT_MG_002,254,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,198,8e8da903
23057,GrahamJalen_23057,2,Jalen,50,Graham,23057,0,gen_7_M_N_005,282,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,220,8e8da903
23058,BrownJiAyir_23058,0,Ji'Ayir,27,Brown,23058,0,gen_7_BMT_MG_002,254,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,202,8e8da903
23059,JonesNic_23059,0,Nic,31,Jones,23059,0,gen_7_B_N_0010,214,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,191,8e8da903
23060,ConnerChamarri_23060,0,Chamarri,27,Conner,23060,0,gen_7_B_G_008,212,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,206,8e8da903
23061,GarrorEric_23061,0,Eric,33,Garror,23061,0,gen_6_T_N_009,203,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,174,8e8da903
23062,BrentsJulius_23062,0,JuJu,29,Brents,23062,0,gen_5_T_G_01,153,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,198,8e8da903
23063,JonesTyreque_23063,0,Tyreque,33,Jones,23063,0,gen_7_B_N_07,232,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,195,8e8da903
23065,BurneyAmari_23065,2,Amari,56,Burney,23065,0,gen_7_H_BD_03,261,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,228,8e8da903
23066,JohnsonQuindell_23066,0,Quindell,26,Johnson,23066,0,gen_7_B_G_008,212,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,206,8e8da903
23067,OwensGervarrius_23067,0,Gervarrius,39,Owens,23067,0,gen_7_B_G_008,212,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,200,8e8da903
23070,JohnsonAnthony_23070,0,Anthony,23,Johnson Jr,23070,0,gen_7_B_N_0012,216,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,205,8e8da903
23071,IsaacKeenan_23071,0,Keenan,21,Isaac,23071,0,gen_7_B_N_013,224,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,186,8e8da903
23076,ScottJrEric_23076,0,Eric,37,Scott Jr,23076,0,gen_6_BMH_N_003,183,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,204,8e8da903
23077,ValentineCarrington_23077,0,Carrington,24,Valentine,23077,0,gen_7_B_N_003,219,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,189,8e8da903
23078,ThomasVStarling_23078,0,Starling,24,Thomas V,23078,0,gen_7_T_G_007,287,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,194,8e8da903
23080,AustinAlex_23080,0,Alex,28,Austin,23080,0,gen_7_B_N_003,219,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,31,8e8da903
23081,BrownSydney_23081,0,Sydney,21,Brown,23081,0,gen_3_M_N_01,94,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,51,8e8da903
23083,BennettJakorian_23083,0,Jakorian,0,Bennett,23083,0,gen_7_B_N_08,233,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,195,8e8da903
23085,ScottDaniel_23085,0,Daniel,36,Scott,23085,0,gen_3_B_B_001,76,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,208,8e8da903
23086,LuterJrDarrell_23086,0,Darrell,28,Luter Jr,23086,0,gen_7_T_G_007,287,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,190,8e8da903
23087,WrightRejzohn_23087,0,Rejzohn,28,Wright,23087,0,gen_7_B_N_013,224,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,193,8e8da903
23088,JamisonDShawn_23088,0,D'Shawn,29,Jamison,23088,0,gen_7_B_B_009,9,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,186,8e8da903
23089,ReeseOtis_23089,0,Otis,41,Reese IV,23089,0,gen_7_B_N_016,227,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,214,8e8da903
23090,BernardConverseJarrick_23090,0,Jarrick,29,Bernard-Converse,23090,0,gen_7_B_S_004,235,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,197,8e8da903
23091,McMorrisPatrick_23091,0,Patrick,32,McMorris,23091,0,gen_6_B_G_03,9,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,210,8e8da903
23093,BushArquon_23093,0,Arquon,24,Bush,23093,0,gen_7_M_N_024,284,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,187,8e8da903
23094,HillBrandon_23094,0,Brandon,36,Hill,23094,0,gen_7_T_G_007,287,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,195,8e8da903
23099,MerriweatherKaevon_23099,0,Kaevon,26,Merriweather,23099,0,gen_7_BMT_MG_002,254,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,207,8e8da903
23102,DeBerryJosh_23102,0,Josh,38,DeBerry,23102,0,gen_7_B_N_013,9,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,184,8e8da903
23105,CarlsonAnders_23105,1,Anders,17,Carlson,23105,0,gen_1_B_N_011,7,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,219,8e8da903
23106,DunnChristopher_23106,1,Christopher,15,Dunn,23106,0,gen_2_B_N_01,38,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,170,8e8da903
23107,MoodyJake_23107,1,Jake,4,Moody,23107,0,gen_2_B_B_005,24,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,50,8e8da903
23108,PodlesnyJack_23108,1,Jack,16,Podlesny,23108,0,gen_2_B_S_009,46,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,194,8e8da903
23110,RylandChad_23110,1,Chad,38,Ryland,23110,0,gen_2_BMH_S_004,50,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,183,8e8da903
23111,WardAlex_23111,1,Alex,47,Ward,23111,0,gen_2_M_B_01,64,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,236,8e8da903
23112,BaringerBryce_23112,1,Bryce,17,Baringer,23112,0,gen_2_B_B_004,23,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,55,8e8da903
23115,RobbinsBrad_23115,1,Brad,10,Robbins,23115,0,gen_1_B_G_01,2,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,203,8e8da903
23116,AliAlan_23116,3,Alan,66,Ali,23116,0,gen_2_H_B_004,53,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,301,8e8da903
23117,AndrewsJake_23117,3,Jake,67,Andrews,23117,0,gen_1_H_BD_01,15,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,145,8e8da903
23118,BrooksJalen_23118,0,Jalen,83,Brooks,23118,0,gen_7_B_N_013,224,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,45,8e8da903
23119,BrownleeJason_23119,0,Jason,16,Brownlee,23119,0,gen_7_B_N_0012,216,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,198,8e8da903
23120,ClarkJerrod_23120,3,Jerrod,72,Clark,23120,0,gen_5_M_B_001,146,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,334,8e8da903
23121,DuBoseGrant_23121,0,Grant,88,DuBose,23121,0,gen_7_B_N_0010,214,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,201,8e8da903
23122,EvansTiyon_23122,2,Tiyon,39,Evans,23122,0,gen_7_B_G_0010,208,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,210,8e8da903
23123,GainesIIJon_23123,3,Jon,59,Gaines II,23123,0,gen_7_BMH_MB_019,246,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,303,8e8da903
23125,GwynJovaughn_23125,3,Jovaughn,56,Gwyn,23125,0,gen_5_H_BD_01,141,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,301,8e8da903
23126,HeathMalik_23126,0,Malik,18,Heath,23126,0,gen_7_B_N_017,228,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,215,8e8da903
23127,HowdenJordan_23127,0,Jordan,31,Howden,23127,0,gen_6_B_N_003,164,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,209,8e8da903
23128,HullEvan_23128,2,Evan,26,Hull,23128,0,gen_4_B_G_003,98,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,214,8e8da903
23132,LandersMatt_23132,0,Matt,87,Landers,23132,0,gen_7_B_N_013,224,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,200,8e8da903
23134,MitchellKeaton_23134,0,Keaton,34,Mitchell,23134,0,gen_5_B_BD_03,232,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,186,8e8da903
23136,MurphyCaleb_23136,2,Caleb,42,Murphy,23136,0,gen_5_B_BD_03,128,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,94,8e8da903
23137,OjukwuJohn_23137,2,John,61,Ojukwu,23137,0,gen_5_M_M_005,148,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,309,8e8da903
23138,OrjiAnfernee_23138,2,Anfernee,58,Orji,23138,0,gen_7_BHM_MG_001,237,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,230,8e8da903
23140,RamirezJose_23140,2,Jose,33,Ramirez,23140,0,gen_7_B_N_012,223,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,242,8e8da903
23141,RichardsAsim_23141,2,Asim,76,Richards,23141,0,gen_7_H_N_006,269,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,147,8e8da903
23142,RobinsonTavius_23142,2,Tavius,95,Robinson,23142,0,gen_3_B_S_010,85,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,258,8e8da903
23143,SilveraNestaJade_23143,2,Nesta Jade,99,Silvera,23143,0,gen_7_H_G_008,266,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,315,8e8da903
23144,SowSidy_23144,3,Sidy,62,Sow,23144,0,gen_6_H_N_20,194,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,166,8e8da903
23145,TaylorIIJason_23145,0,Jason,25,Taylor II,23145,0,gen_5_H_BD_02,142,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,208,8e8da903
23148,ThompsonJrSaRodorick_23148,2,SaRodorick,36,Thompson Jr,23148,0,gen_7_M_N_024,284,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,215,8e8da903
23149,TriceCory_23149,0,Cory,27,Trice Jr,23149,0,gen_7_M_N_024,284,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,206,8e8da903
23151,WheatTyrus_23151,2,Tyrus,91,Wheat,23151,0,gen_7_H_G_009,267,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,260,8e8da903
23152,SmithTerell_23152,0,Terell,32,Smith,23152,0,gen_7_B_N_003,219,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,207,8e8da903
23262,MapuMarte_23262,0,Marte,15,Mapu,23262,0,gen_4_B_M_01,102,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,70,8e8da903
